Name,Average_User_Rating,User_Rating_Count,Price,Age_Rating,Primary_Genre,Specific_Genre,Size,Original_Release_Year
Shovel Commandos !,4.5,7,0,4+,Games,Role,42070016,2016
Crush Your Enemies!,3.5,139,3.99,12+,Games,Strategy,302738432,2016
Restaurant King,3,64,0,4+,Games,Strategy,340012032,2016
Rolling Gyrosphere Zone,NA,NA,0,4+,Games,Racing,16821248,2016
Ball bash,NA,NA,0,4+,Games,Casual,17326080,2016
Pong Pong Game,NA,NA,0,4+,Games,Strategy,12953600,2016
Mine Upgrade Deluxe,4,30,0.99,4+,Games,Casual,24677376,2016
Biwenger,NA,NA,0,12+,Games,Sports,59520000,2016
TV Chess,NA,NA,4.99,4+,Games,Entertainment,146549760,2016
TV Chess,NA,NA,4.99,4+,Games,Entertainment,146549760,2016
Pop Pop Ball : Popping Matching Colors Game,NA,NA,0,4+,Games,Strategy,21316608,2016
Jet Super Ninja - Extra Super Fun,5,6,0,4+,Games,Puzzle,64783360,2016
Growing-Ball,NA,NA,0,4+,Games,Action,16072704,2016
Itch To Scratch,NA,NA,0,12+,Games,Strategy,106404864,2016
We Hate Water,NA,NA,0,4+,Games,Strategy,98786304,2016
Lion Evolution,4,26,0,4+,Games,Strategy,29104128,2016
SweetPang - 3Match,NA,NA,0,4+,Games,Puzzle,96952320,2016
My Baby Delivery Catch: Stork Drop,NA,NA,0,4+,Games,Family,19827712,2016
Escape Hell - 25 Floors,4,46,0,12+,Games,Strategy,66674688,2016
Guide/Wiki for Anno 2205 Lite,NA,NA,0,4+,Productivity,Games,40462336,2016
Complete guide for Boom Beach - Tips & strategies,3.5,9,0,17+,Reference,Strategy,79943680,2016
Batik locked box,NA,NA,0,4+,Games,Strategy,13958144,2016
"""While You're Waiting""",NA,NA,0,4+,Games,Strategy,51587072,2016
Tile Drop Game,NA,NA,0,4+,Games,Casual,45243392,2016
Poppetto Costumes,NA,NA,0.99,4+,Education,Games,36332544,2016
Ferbe,NA,NA,0,4+,Games,Strategy,86166528,2016
Ferbe,NA,NA,0,4+,Games,Strategy,86166528,2016
Sudoku-Play Free,NA,NA,0,4+,Games,Entertainment,5558272,2016
Puzzle THIS!,NA,NA,0,17+,Games,Strategy,152851456,2016
Poppetto Professions,NA,NA,0.99,4+,Education,Strategy,36058112,2016
"Bloody Hands, Mafia Families",4,67,0,17+,Games,Strategy,181744640,2016
Crazy Bubbles 3D Touch,NA,NA,0,4+,Games,Puzzle,10097664,2016
Bloom Blow - Forest Countdown,NA,NA,0,4+,Games,Puzzle,90770432,2016
Bloom Blow - Beautiful Collection,NA,NA,0,4+,Games,Entertainment,77849600,2016
Chess for iPhone,NA,NA,0,4+,Games,Entertainment,27579392,2016
Chef Rescue - Kitchen Master,4.5,2621,0,4+,Games,Strategy,138547200,2016
Bobblehead College Football,3.5,334,0,4+,Games,Sports,118945792,2016
Gomoku Panda Free (Renju / Caro / Five in a Row),4,14,0,4+,Games,Entertainment,25086976,2016
Gomoku Panda Premium (Renju / Caro / Five in a Row),NA,NA,1.99,4+,Games,Entertainment,22072320,2016
Bridge Maker 2 - Railway Build,2,11,0,4+,Games,Strategy,153627648,2016
Star Crusade\u2122 CCG,4.5,221,0,9+,Games,Entertainment,1408192512,2016
High Sea Saga,4,155,0,9+,Games,Simulation,221245440,2016
Neon Glow,NA,NA,0,4+,Games,Action,27646976,2016
Time 4 Chess,NA,NA,0,4+,Games,Utilities,11497472,2016
RichBit,NA,NA,0,12+,Games,Entertainment,202681344,2017
Neutralize,NA,NA,0,4+,Games,Entertainment,7345152,2016
Unblock Car Parking Puzzle,3,8,0,4+,Games,Strategy,43083776,2016
Super Space Battles III,NA,NA,0,4+,Games,Strategy,152590336,2016
Dookie Dog,NA,NA,0,4+,Games,Adventure,252502016,2016
Carnival Fair & Circus \u2013 Hidden Object Spot and Find Objects Photo Differences Amusement Park Games,NA,NA,0.99,4+,Games,Lifestyle,89023488,2016
Candy Cake Smash - funny 3 match puzzle blast game,NA,NA,0,4+,Games,Trivia,103152640,2016
Panzer Waltz - WWII Tank Anime Game,4,130,0,12+,Games,Entertainment,135030784,2016
King of Avalon: Dragon Warfare,4,13151,0,9+,Games,Role,271497216,2016
Save Turtle,NA,NA,0,4+,Games,Strategy,33161216,2016
Punch Mouse - Hit Rat with Hammer,5,6,0,4+,Games,Strategy,26293248,2016
War Saga: \u0e21\u0e2b\u0e32\u0e2a\u0e07\u0e04\u0e23\u0e32\u0e21\u0e21\u0e38\u0e49\u0e07\u0e21\u0e34\u0e49\u0e07,4.5,8,0,9+,Games,Action,105940992,2016
Ninja Master Killer - Epic 3D Cyborg Terminator Squad ( professional version ),4.5,29,0,17+,Games,Entertainment,172824576,2016
Hackers - Join the Cyberwar!,4.5,2234,0,9+,Games,Entertainment,269811712,2016
Conceptis Sym-a-Pix,5,136,0,4+,Games,Puzzle,15349760,2016
Oz: Broken Kingdom\u2122,4.5,4593,0,12+,Games,Entertainment,1191821312,2016
WordGrabTV,NA,NA,0,9+,Games,Word,23803904,2016
Feudalism War 2,1.5,35,0,12+,Games,Role,11904000,2016
Saif Almarifa,4,82,0,4+,Games,Strategy,113680384,2017
Epic Sudoku,NA,NA,0,4+,Games,Entertainment,19631104,2016
"Block Puzzle Mania - Quadris, 1010, Classic Brick",4,37,0,4+,Games,Strategy,9035776,2016
Clash Of Commanders,4,158,0,12+,Games,Entertainment,148054016,2016
Solitaire Free - classic card game,NA,NA,0,4+,Games,Lifestyle,12285952,2016
Xenobot 2,NA,NA,0,4+,Games,Strategy,273628160,2017
Fantasy Defence 3D,NA,NA,0,4+,Games,Strategy,200100864,2016
Hidden Objects Castle Gardens Quest Object Time,4,59,0,4+,Games,Puzzle,74743808,2016
Checkers `,3.5,45,0,4+,Games,Board,28331008,2016
Legendary Dwarves,4.5,8,0,4+,Games,Adventure,135229440,2017
AA Wheel,NA,NA,0,4+,Games,Strategy,45599744,2016
"""Iversoft's Spider Solitaire Classic""",NA,NA,0,4+,Games,Card,138384384,2016
"""Iversoft's FreeCell Classic""",NA,NA,0,4+,Games,Card,110112768,2016
Pay The King,NA,NA,0,4+,Games,Strategy,12420096,2016
Prince Viking in Dungeon,NA,NA,0,4+,Games,Entertainment,26839040,2016
Space Adventure - Frozen Time,3.5,170,0,4+,Games,Strategy,28418048,2016
Beat me XO,NA,NA,0,4+,Games,Entertainment,11723776,2016
Slingshot Bird Sling Shooter:  A Fly Bubble Birdy Hunter Game,NA,NA,0,4+,Games,Sports,19185664,2016
"""BuriedTown Escape! - World's First Doomsday Survival Themed Room Escape Game""",4,62,0,12+,Games,Strategy,37892096,2016
Nebula .IO - Gar Planets Battle,4.5,801,0,9+,Games,Strategy,19450880,2016
Bobby the Bat,NA,NA,0,4+,Games,Casual,25683968,2016
"Operation Ares - A Revolution on Mars! Recruit Spies, Complete Missions, & Gain Independence",4,29,0,4+,Games,Role,28976128,2016
SHAWOL - game for SHINee,4,17,0,4+,Games,Music,53978112,2016
Brick Puzzle - Block Mania,4,11,0,4+,Games,Strategy,17782784,2016
AA Virus Killer - Hafun,NA,NA,0,4+,Games,Strategy,91059200,2016
Bulletstar,NA,NA,0,17+,Games,Casual,22914048,2016
Independence Day Resurgence: Battle Heroes,4,578,0,9+,Games,Strategy,275680256,2016
Donald Trumpet,4,31,0,4+,Games,Entertainment,15211520,2016
Reactor - Energy Sector Tycoon,4.5,5441,0,4+,Games,Simulation,127089664,2016
Space Escape Puzzle - Casse t\xeate ZEN en Fran\xe7ais,NA,NA,0,4+,Games,Entertainment,27504640,2016
Over/Under,NA,NA,0,12+,Games,Sports,43761664,2017
Cubed.,5,6,0.99,4+,Games,Strategy,18336768,2016
Red Ball World Free,NA,NA,0,4+,Games,Entertainment,24985600,2016
Magic Block - The awesome block puzzle with map 12x12,NA,NA,0,4+,Games,Entertainment,3588096,2016
Dodge Ball - Game,NA,NA,0,4+,Games,Strategy,46436352,2016
Stickman Escape III,NA,NA,0,17+,Games,Adventure,33759232,2016
Clock Switch,NA,NA,0,4+,Games,Puzzle,55984128,2016
Pins Go Crazy,NA,NA,0,4+,Games,Entertainment,66591744,2016
Retro Space Shooter - Game,NA,NA,0,4+,Games,Strategy,54497280,2016
Heroes: Forgotten Realm -- a traditional turn-based strategy game,2.5,13,2.99,9+,Games,Role,214904832,2016
Sling Shot - Shoot n Pop Free Game,NA,NA,0,4+,Games,Education,69382144,2016
World of Conquests - Defender of Rome,NA,NA,2.99,12+,Games,Strategy,40439808,2016
Chicken Out - The Great Eggscape,NA,NA,0,9+,Games,Strategy,26040320,2016
Rolling Ball Triple Bounce,NA,NA,0,4+,Games,Strategy,10973184,2016
Coral Crush - Water Search,NA,NA,0,4+,Games,Strategy,75824128,2016
Coral Crush - Sea Segments,NA,NA,0,4+,Games,Puzzle,76153856,2016
Coral Crush - King of Ocean,NA,NA,0,4+,Games,Entertainment,76153856,2016
Bubble Shooting Kingdom,NA,NA,0,4+,Games,Puzzle,27276288,2016
Kiddie Finder,NA,NA,0,4+,Games,Strategy,145056768,2016
Ascendant - a game of deception,NA,NA,0,4+,Games,Strategy,15022080,2016
Off the Table,NA,NA,0.99,4+,Games,Strategy,101344256,2016
BraveDefender,NA,NA,0,4+,Games,Simulation,109622272,2016
Numogy,4.5,19,0,4+,Games,Strategy,44274688,2016
Pig Evolution | Tap Coins of the Family Farm Story Day and Piggy Clicker Game,4.5,775,0,9+,Games,Strategy,77953024,2016
Great Wall of Trump,5,9,0.99,12+,Games,Strategy,18422784,2016
Game of Survivors - Z,3.5,261,0,12+,Games,Strategy,98096128,2016
Matching Game  | Country Flags,NA,NA,0,4+,Games,Strategy,46015488,2016
Pig Evolution - Tap Coins of the Piggies Mutant Tapper & Clicker Game,5,5666,0,9+,Games,Family,77242368,2016
CatchMe - If you can!,NA,NA,0.99,4+,Games,Casual,18769920,2016
Monster Raid\u2122,4,150,0,9+,Games,Role,365371392,2016
Bella save the dinosaur egg,NA,NA,0,4+,Games,Strategy,43442176,2016
Stunt Motorbike Race,NA,NA,0,4+,Games,Strategy,36405248,2016
Space Twister color Match Game,NA,NA,16.99,4+,Games,Strategy,87254016,2016
Tales of Windspell,3.5,16,0,4+,Games,Simulation,82304000,2016
Soldiers Inc: Mobile Warfare,4.5,1075,0,12+,Games,Strategy,193612800,2016
Berry Blast - Match 3 Game,4,13,0,4+,Games,Entertainment,142316544,2016
Virtual Basket Manager PRO,NA,NA,1.99,12+,Games,Strategy,33192960,2016
MechCom 2 - 3D RTS,4.5,117,0.99,9+,Games,Simulation,197291008,2016
Speed Challenge,5,5,0.99,4+,Games,Puzzle,19345408,2016
C\u1edd Caro Panda Mi\u1ec5n Ph\xed,NA,NA,0,4+,Games,Entertainment,24731648,2016
Star Nomad 2,3.5,36,7.99,9+,Games,Strategy,80163840,2016
Hexavoid,4.5,399,0,4+,Games,Entertainment,87823360,2016
Alaska boat,NA,NA,2.99,4+,Games,Casual,49699840,2016
Exit Room,4,22,0,4+,Games,Role,31707136,2016
Make That Big Money,NA,NA,0,4+,Games,Entertainment,13933568,2016
10 games for BTOB,NA,NA,0,4+,Games,Music,54676480,2016
Genius Escape Locked Door,4,27,0,4+,Games,Strategy,30887936,2016
Rabbit Island,NA,NA,1.99,9+,Games,Strategy,85269504,2016
Arrow Fire - Archery is Hard,5,30,0,4+,Games,Strategy,104653824,2016
Tube Tycoon Simulator - Tapper,4.5,22368,0,4+,Games,Entertainment,204515328,2016
Legendary Tower Strategy TD HD,NA,NA,0,12+,Games,Strategy,118977536,2016
Shell Beach Underwater Sea Shells  - Sea Reward,5,6,0,4+,Games,Puzzle,83966976,2016
Berry Match 3 Free,NA,NA,0,4+,Games,Strategy,135114752,2016
Restaurant DASH: Gordon Ramsay,4.5,91651,0,9+,Games,Strategy,203108352,2016
Rover Piyoko In Western House,NA,NA,0.99,4+,Games,Puzzle,101174272,2016
Active Smart Brain Sequencer,NA,NA,0,4+,Education,Games,9783296,2016
Color Wheel - Spin The Twisty Wheel Circle,NA,NA,0,4+,Games,Puzzle,8907776,2016
Hunting Bug,5,15,0,4+,Games,Adventure,11166720,2016
Star Conflicts,NA,NA,1.99,9+,Games,Strategy,196252672,2016
Boardspace.net,4.5,11,0,4+,Games,Strategy,109774848,2016
Egg bomber,NA,NA,0,4+,Games,Strategy,39401472,2016
Meetain,4.5,1251,0,4+,Games,Strategy,90412032,2016
Airport Emprire,NA,NA,0,4+,Games,Travel,11585536,2016
Pop Candy-2016\u5929\u5929\u5f00\u5fc3\u840c\u840c\u6d88\u7cd6\u679c\u7684\u6d88\u6d88\u4e50\u6e38\u620f,NA,NA,0,4+,Games,Puzzle,38844416,2016
Gears of Steal,2,5,0,9+,Games,Strategy,176190464,2018
Dungeon Battles Heroes of the Throne,NA,NA,0,9+,Games,Action,137776128,2016
Arrow Fear,4.5,50,0,4+,Games,Casual,28894208,2016
Tower Defense: The Kingdom,NA,NA,0,12+,Games,Action,213677056,2016
Square Spin,5,7,0,4+,Games,Casual,76137472,2016
Tap Tap Trillionaire : Invest!,5,8396,0,4+,Games,Simulation,173621248,2016
Jelly Scoop - Stack of Sweets,5,8,0,4+,Games,Strategy,133576704,2016
Craft Clicker Miner - Gold,NA,NA,0,4+,Games,Strategy,11299840,2016
Galaxy Conquest Phoenix Awaken,5,7,0,4+,Games,Strategy,87057408,2018
Bunny Rabbit Evolution,4.5,123,0,4+,Games,Strategy,27901952,2016
Great Wall of America - The Funny Trump Wall Game,4.5,100,0,4+,Games,Strategy,27487232,2016
Chinese Chess Panda Free (Co Tuong / Xiangqi / \u8c61\u68cb),4,10,0,4+,Games,Board,35975168,2016
Chinese Chess Panda Premium (Co Tuong / Xiangqi / \u8c61\u68cb),NA,NA,1.99,4+,Games,Board,32964608,2016
Chinese Crossbow,NA,NA,0.99,9+,Games,Entertainment,10127360,2016
Crack Password Escape 2,4,63,0,4+,Games,Role,39059456,2016
Professor Math,NA,NA,0,4+,Games,Casual,22426624,2016
Monsters War Saga - Eat Them All,NA,NA,0,4+,Games,Entertainment,72299520,2016
Robot Combat - Defense Shooting Game,NA,NA,0,4+,Games,Adventure,83632128,2016
Archery Shooting Game - Darts,NA,NA,0,4+,Games,Casual,62255104,2016
Analyze This Chess,4.5,45,0,4+,Games,Board,73980928,2016
Cube 3D Random Play,NA,NA,0,4+,Games,Puzzle,6679552,2016
Hidden Objects Easter Gardens,4.5,51,0,4+,Games,Travel,81059840,2016
Flowerz,4,9,0,4+,Games,Entertainment,31431680,2016
Girls X Battle:GXB_Global,5,15747,0,9+,Games,Role,242573312,2016
Reach The Sun - Fun Challenging Game,NA,NA,0,4+,Games,Puzzle,90783744,2016
Tower Blocks - Free Tower Defense Games for Kids,3,19,0,4+,Games,Casual,57633792,2016
Ultimate Sudoku Contest,NA,NA,0,4+,Games,Education,60719104,2016
WORLD STRIKE SOCCER,NA,NA,0,4+,Games,Sports,168336384,2016
REDCON,4,144,0,12+,Games,Simulation,32793600,2016
French BonBon,NA,NA,0,4+,Games,Strategy,132502528,2016
Pixel heist,NA,NA,2.99,4+,Games,Casual,54905856,2016
SkatGame,NA,NA,0,4+,Games,Card,61539328,2016
Crazy Animal Pop: Bubble Shooter,NA,NA,0,4+,Games,Strategy,172519424,2016
Z-SMASH,NA,NA,0,9+,Games,Strategy,83619840,2016
3D Zombie War,NA,NA,0,12+,Games,Strategy,54198272,2016
Pyramid Solitaire \u03b1,NA,NA,0,4+,Games,Card,26943488,2016
Becker Accounting for Empires\u2122,3,41,0,4+,Games,Strategy,310301696,2016
Brain Trainer: numbers game,NA,NA,0,4+,Games,Puzzle,7036928,2016
Dead In Bermuda,3,30,3.99,12+,Games,Adventure,615608320,2016
Levels Counter for Munchkin,4,21,0,4+,Games,Card,19589120,2016
Elytra Creator - Minecraft PC,3,49,1.99,4+,Utilities,Games,8625152,2016
"""Magic Guardians: Lily's Awakening""",4,127,0,4+,Games,Simulation,111911936,2016
Ocean Reef Life - 3D Aquarium,4.5,187,0,4+,Games,Strategy,151897088,2017
Stick-Man Epic Battle-Field Jump-er Obstacle Course,NA,NA,0,4+,Games,Casual,19053568,2016
"Mr Bomb Merged, BOOM! ( Legendary Bomber Ninja )",NA,NA,0,4+,Games,Strategy,41329664,2016
Sweet Jelly Secret Garden,4,5,0,4+,Games,Strategy,164535296,2016
2048 Plus Rush,NA,NA,0,4+,Games,Puzzle,21726208,2016
Snakes Vs Ladders - Free Snake Ladder Slither Game,5,5,0,4+,Games,Board,83442688,2016
Racing Team Owner,4.5,21,1.99,4+,Games,Racing,24187904,2016
Seven Guardians,4.5,1239,0,9+,Games,Strategy,1423070208,2016
Defense of Homeland - Protect Greece Tower,NA,NA,0,9+,Games,Entertainment,102414336,2016
Shadow Wars \xae: Puzzle RPG,4.5,1327,0,12+,Games,Role,382046208,2016
Gauss Academy,NA,NA,0,4+,Education,Games,3696640,2016
Gauss Academy,NA,NA,0,4+,Education,Games,3696640,2016
Monkey shots,NA,NA,0,4+,Games,Strategy,36521984,2016
EURO STRIKE SOCCER,NA,NA,0,4+,Games,Sports,151537664,2016
Crime Lords : Mobile Empire,4.5,36,0,12+,Games,Strategy,354664448,2016
Crazy Clan Defender,NA,NA,0,9+,Games,Strategy,58728448,2016
Color Twist - Blocks List,NA,NA,0,4+,Games,Puzzle,15781888,2016
Forgestone,4,6,0,4+,Utilities,Games,19245056,2016
Lucky Clover Solitaire,NA,NA,0,4+,Games,Strategy,32348160,2016
Detective Investigate : How To Escape Bank - Can You Find The Truth?,4,31,0,4+,Games,Entertainment,36712448,2016
War Match Fighter,NA,NA,0,17+,Games,Strategy,52800512,2016
Topla Toplayabilirsen!,NA,NA,0,4+,Games,Strategy,18654208,2016
Detective Investigate 2: How To Escape Bank - Can You Find The Truth?,3.5,33,0,4+,Games,Strategy,32509952,2016
Chess Premium for TV,NA,NA,1.99,4+,Games,Strategy,17586176,2016
Map for The Forest,2.5,5,0,4+,Entertainment,Games,93577216,2016
Chess Panda Free,5,13,0,4+,Games,Board,46645248,2016
Chess Panda Premium,NA,NA,0.99,4+,Games,Strategy,43642880,2016
Robot Escape !,4,92,0,4+,Games,Entertainment,52506624,2016
Couple Solitaire,NA,NA,0,4+,Games,Card,32319488,2016
Quick Tic-Tac-Toe,NA,NA,0,4+,Games,Strategy,18310144,2016
Merged#,4.5,20,0,4+,Games,Trivia,45417472,2016
Monte Carlo Solitaire \u03b1,NA,NA,0,4+,Games,Card,32303104,2016
FlipPix Jigsaw - Walk,NA,NA,1.99,4+,Games,Strategy,25362432,2016
Civil War: 1861,4.5,10,4.99,12+,Games,Strategy,336182272,2016
"""Line up! - and don't loose""",NA,NA,0,4+,Games,Strategy,18806784,2016
"""TRUMP'S WALL - Build it Huge""",4,1312,0,12+,Games,Strategy,54270976,2016
Dungeon Tiles,4.5,52,0,4+,Games,Education,58329088,2016
From Spore to Man,1.5,17,0,4+,Games,Entertainment,99987456,2016
SteamWorld Heist,4.5,586,9.99,9+,Games,Action,242657280,2016
Escape Master - Hell Adventure 7,4,70,0,12+,Games,Entertainment,66621440,2016
Escape Master - Hell Adventure 6,4,97,0,12+,Games,Entertainment,62509056,2016
Escape Master - Hell Adventure 5,4,62,0,12+,Games,Casino,65179648,2016
Escape Master - Hell Adventure 1,4,265,0,12+,Games,Strategy,52273152,2016
Escape Master - Hell Adventure 2,4,31,0,12+,Games,Entertainment,55910400,2016
Escape Master - Hell Adventure 3,4,44,0,12+,Games,Strategy,63971328,2016
Escape Master - Hell Adventure 4,4,34,0,12+,Games,Strategy,59912192,2016
Stack 8,NA,NA,0,4+,Games,Strategy,3213312,2016
Deus Cult,2.5,28,0,12+,Games,Strategy,185362432,2017
Jump box - the challenge,NA,NA,0,4+,Games,Casual,14882816,2016
Super sushi bros,NA,NA,0,4+,Games,Strategy,23797760,2016
Plus ou Moins : Devinez le nombre myst\xe8re,NA,NA,0,4+,Games,Family,11119616,2016
Feed My Cat : Cat games for Cat lovers,NA,NA,0,4+,Games,Entertainment,102609920,2016
Reversi : Online Play,NA,NA,0,4+,Games,Board,19577856,2016
Math Play Touch,NA,NA,0,4+,Games,Puzzle,5565440,2016
Dragon Trainer: Online Battle,5,30,0,9+,Games,Sports,180963328,2017
Jungle Clash,4,864,0,9+,Games,Strategy,89528320,2016
4 Coins 2,NA,NA,0,4+,Games,Strategy,86830080,2016
Pixel Cookie Tapper,NA,NA,0,4+,Games,Entertainment,14408704,2016
"Safari Animal hunting  2016 \u2013 deer, bear and fox shooting game to increase the shooting level.",NA,NA,0,17+,Games,Simulation,172384256,2016
Fox Blockers,5,5,0,9+,Games,Entertainment,42849280,2016
23: The Game,NA,NA,0,4+,Games,Strategy,4102144,2016
Super Candy Car,NA,NA,0,4+,Games,Strategy,89119744,2016
Going Back Home,NA,NA,0,4+,Games,Education,40479744,2016
Space Clicker - Shooter Idle Clicker Game,4.5,112,0,4+,Games,Casual,27507712,2016
Tic Tac Toe ~,4,70,0,4+,Games,Family,26588160,2016
4 in a Row Multiplayer Online - 2 player free deluxe board game play with friends,3.5,54,0,4+,Games,Entertainment,31943680,2016
Pok\xe9mon GO,3.5,439776,0,9+,Games,Strategy,281521152,2016
Jewels Hero,NA,NA,0,4+,Games,Puzzle,51392512,2016
Skyforce Unite!,4.5,407,0,9+,Games,Casual,223521792,2016
Color Twist Pro - Block Lists,NA,NA,0,4+,Games,Strategy,15781888,2016
Easter Egg Fun Pro,NA,NA,0.99,4+,Games,Puzzle,14032896,2016
Easter Egg Fun: The Puzzle,NA,NA,0,4+,Games,Strategy,17117184,2016
N9NE,NA,NA,0.99,4+,Games,Strategy,15569920,2016
Play Go Baduk Weiqi Board Games BA.net for iPad,NA,NA,0,4+,Games,Entertainment,41017344,2016
Shnarps - Classic Card Game,4.5,46,0,12+,Games,Card,31489024,2016
Tic Tac Toe Extra,2.5,6,0,4+,Games,Board,1309696,2016
Stack The Frozen Ice Cube Blocks,3.5,5,0,4+,Games,Strategy,14539776,2016
Arcane Quest 3,4.5,224,0,12+,Games,Role,310156288,2016
Reversi Premium for TV (Othello),NA,NA,1.99,4+,Games,Entertainment,11762688,2016
Jump Stack,NA,NA,0,4+,Games,Entertainment,16847872,2016
Election 2016 - The Battleground Campaign Manager,NA,NA,0,4+,Games,Puzzle,10256384,2016
Berry Match Extreme,NA,NA,0,4+,Games,Casual,62491648,2016
"""Zombies Can't Jump 2""",5,5,0,12+,Games,Entertainment,36454400,2016
Bubble Star - Super Star,NA,NA,0,4+,Games,Puzzle,55017472,2016
Bubble Blast Boxes 2,NA,NA,0,4+,Games,Entertainment,149528576,2016
Game Tycoon 2,NA,NA,2.99,9+,Games,Strategy,1025657856,2016
Super Magic Kingdoms,NA,NA,0.99,9+,Games,Entertainment,32531456,2016
God Kings,4.5,531,0,9+,Games,Strategy,316754944,2017
Hidden Objects Haunted Mystery Secret Ghost Towns,4.5,64,0,4+,Games,Puzzle,69261312,2016
Birds Hunt With Bow & Archery,NA,NA,0,4+,Games,Entertainment,9528320,2016
Dynamons - Role Playing Game by Kizi,3.5,13,0,9+,Games,Role,39553024,2016
Candy Mayhem,NA,NA,0,4+,Games,Strategy,188157952,2016
Perplexia!,5,8,0,4+,Games,Puzzle,21238784,2017
Block Fortress: Empires,4.5,131,0,12+,Games,Strategy,1416407040,2019
Comet Madness,NA,NA,0,4+,Games,Entertainment,16008192,2016
4 Coins 2 Premium,NA,NA,1.99,4+,Games,Strategy,86830080,2016
Reversi Mobile,NA,NA,0,4+,Games,Strategy,64248832,2016
2048 : logic game,NA,NA,0,4+,Games,Entertainment,4375552,2016
Play Go Baduk Weiqi Board Games - BA.net,NA,NA,0,4+,Games,Strategy,23523328,2016
Mr. Pumpkin Adventure HD,3.5,32,0.99,4+,Games,Entertainment,1292742656,2016
Dunk a Trump - Save the World,5,222,0,9+,Games,Strategy,30046208,2016
"""Four in a Row '""",4,35,0,4+,Games,Board,20905984,2016
Rect,NA,NA,0,9+,Games,Entertainment,210929664,2016
Wild Horse 3D Simulator,3,107,0,9+,Games,Strategy,126033920,2016
Wild Horse 3D Simulator Full,NA,NA,179.99,9+,Games,Strategy,126033920,2016
10 Solitaire,NA,NA,0,4+,Games,Strategy,32389120,2016
Tap Tap Builder,4.5,1223,0,4+,Games,Entertainment,171666432,2016
Like Challenge,4.5,75,0,4+,Games,Strategy,32292864,2016
Droppy Pong Red Ball Jump,NA,NA,0,4+,Games,Casual,9624576,2016
Weed Boss 3 - Idle Tycoon Game,4.5,1204,0,17+,Games,Entertainment,175601664,2016
Color Arrow : Switch & Stack Arrows! Ambush Archery Game!,4,274,0,4+,Entertainment,Games,15045632,2016
Four in a Row Premium for TV,NA,NA,1.99,4+,Games,Board,13470720,2016
Four in a Row Free !,5,6,0,4+,Games,Strategy,25972736,2016
Four in a Row Premium !,NA,NA,0.99,4+,Games,Board,22966272,2016
Summer Tick Tack Toe,NA,NA,0,4+,Games,Casual,22423552,2016
Thanksgiving Tick Tack Toe,NA,NA,0,4+,Games,Strategy,23345152,2016
Puzzled Dots,NA,NA,0,4+,Games,Strategy,85089280,2016
Puzzled Dots,NA,NA,0,4+,Games,Strategy,85089280,2016
Game2by2,NA,NA,0,4+,Education,Strategy,10898432,2016
Candy Tick Tack Toe,NA,NA,0,4+,Games,Strategy,22927360,2016
Railway bridge 2 - Bridge construction simulator,NA,NA,1.99,4+,Games,Strategy,95466496,2016
Fire in a World,NA,NA,0,12+,Games,Strategy,101127168,2017
Pony Survival Simulator 3D,4.5,5,0,9+,Games,Strategy,114237440,2016
Pony Survival Simulator 3D Full,NA,NA,179.99,9+,Games,Strategy,114237440,2016
T-rex Simulator 3D - Survival adventures,3,16,0,9+,Games,Strategy,106175488,2016
T-rex Simulator 3D Full - Survival adventures,NA,NA,179.99,9+,Games,Strategy,106175488,2016
Unicorn Survival Simulator 3D - Be a magic horse,4,104,0,9+,Games,Simulation,123486208,2016
Unicorn Survival Simulator 3D Full,NA,NA,179.99,9+,Games,Simulation,123486208,2016
Feed Me Rainbows,5,16,1.99,4+,Games,Puzzle,24518656,2016
Mustache Bros: Escape from Puzzle Island,NA,NA,0,4+,Games,Strategy,106985472,2016
Roads of Rome: New Generation.,4,121,0,4+,Games,Strategy,413996032,2016
Puppy Top Down Traffic Road Crossing,NA,NA,0,9+,Games,Strategy,66494464,2016
15 Puzzle \u03b1,NA,NA,0,4+,Games,Entertainment,31693824,2016
Line Connect - Free Puzzle Game,NA,NA,0,4+,Games,Strategy,112345088,2016
Ninja vs Zombies War in Desert,4.5,108,0,4+,Games,Action,42038272,2016
Criminal Assassin - Swap Puzzle,NA,NA,0,12+,Games,Strategy,309743616,2016
Clash of Queens: Light or Dark,4,1064,0,9+,Games,Role,220160000,2016
Tanks and Turrets 3,5,10,0,12+,Games,Strategy,122109952,2016
ColorTouches,4.5,6,0.99,4+,Games,Casual,23459840,2016
PS Draft Baseball,NA,NA,0,4+,Games,Sports,43984896,2016
Crown Chronicles,NA,NA,0,9+,Games,Strategy,196771840,2017
Bubble Legends 2 - Bubble World,NA,NA,0,4+,Games,Board,57561088,2016
Space Dots - The Line Puzzle,NA,NA,0,4+,Games,Strategy,79404032,2016
King Of Wars-KOW,5,19,0,4+,Games,Strategy,291680256,2016
Dynasty War-ID,NA,NA,0,9+,Games,Entertainment,553457664,2016
Find Numbers 123,NA,NA,0,4+,Games,Education,26055680,2016
Airline Director 2 - Tycoon Game,3.5,25,2.99,4+,Games,Simulation,45376512,2016
Operation: New Earth,4,334,0,9+,Games,Role,301259776,2016
Blockhead Swing Escape,NA,NA,0,4+,Games,Entertainment,54500352,2016
4 in a line king,NA,NA,0,4+,Games,Board,22468608,2016
Tonbo,NA,NA,0,4+,Games,Strategy,10696704,2016
